duration,awakenings,stress,caffeine,screen_time,exercise,mood,sleep_score
6.332063738136892,1,6,276,105,60,4,11.615860275117413
5.628094190643376,3,3,260,142,10,5,7.568000059220019
8.972425054911575,0,1,189,165,74,4,54.456251453404846
6.1405199601615355,1,4,197,0,65,2,39.36398357208509
5.685607058124285,1,9,276,45,31,1,0.0
7.256176498949491,5,2,38,87,117,5,54.63387492110253
4.845545349848576,4,3,161,170,18,4,0.0
8.813181884524237,2,2,120,21,55,1,62.69992823011633
4.447303862078625,2,2,261,2,4,3,14.222450273694605
9.921321619603104,0,10,215,141,2,4,24.752226596520977
8.633468615779945,3,8,48,129,27,5,39.42243806125956
5.192294089205035,0,3,91,60,89,2,49.293496160297295
4.033132702741614,1,7,128,159,86,1,0.8188442396821309
8.892768570729004,1,8,27,37,93,1,62.72361464382536
8.241144063085702,2,3,147,45,71,2,58.8566526103388
8.374043008245923,3,2,64,169,99,5,58.783427813226496
8.627622080115675,4,8,217,133,28,3,3.379489796043716
4.444267910404542,3,3,50,40,76,2,20.611223918806353
6.150794371265635,1,7,73,152,58,3,27.10635420424115
4.695214357150778,4,1,198,138,24,5,11.013993527863729
9.178620555253561,3,6,191,109,21,4,25.33602640863041
7.7397887609653475,3,9,188,40,109,4,47.55387867312094
5.985388149115895,4,3,11,56,96,5,61.00225825505171
4.381350101716142,1,7,238,173,100,3,0.0
5.865893930293973,3,6,80,122,116,2,26.19403426359333
5.951099932160482,4,8,269,85,70,5,3.7413388943101857
8.377637070028385,5,3,289,175,22,5,8.377813367683142
7.8253448281312785,5,3,47,62,69,4,56.447038138487194
9.32327645545796,1,4,208,38,78,2,62.748059633989016
6.8332895509716955,4,3,34,137,78,4,33.72431272946972
4.71756547562981,5,9,118,163,39,3,0.0
8.27946872333797,4,4,64,26,97,3,60.599923882136665
8.564710291701385,3,6,241,80,13,1,6.4480046921627086
7.367663185416977,1,8,35,180,28,5,30.931114479243494
8.625803079727365,5,8,251,106,15,2,0.0
6.9627735781863445,3,5,242,35,92,2,34.12014251430002
7.136396976291964,0,5,41,84,86,4,66.45001398748815
6.565246110151298,0,6,68,154,9,4,26.590571398670537
4.152514760464571,1,10,106,168,46,2,0.0
4.647348561959827,5,7,38,27,118,4,28.892730799847254
4.188575114120406,5,10,68,15,3,1,0.0
7.818462467582682,5,7,179,34,11,5,19.81290514672154
5.88613588645796,4,4,11,163,41,1,0.0
7.051424146988216,3,6,203,98,97,3,30.881587678150314
9.445398843556557,5,7,35,146,3,2,14.421207233026399
5.495753374893249,3,5,125,121,83,1,12.188129938773507
6.462297538213779,1,5,62,160,91,1,34.8199027143907
8.533306831258292,5,2,81,22,91,4,61.49859437767351
5.372788992949735,1,7,298,118,5,4,0.0
4.461879458972758,5,6,33,62,13,4,0.0
5.738508717482608,0,1,239,69,118,3,57.670735192907244
4.9673277235240265,2,4,96,149,34,1,0.0
9.578185914055439,1,3,48,79,46,5,76.58472233378997
8.848722277386502,5,3,145,58,57,4,52.56501107124514
7.800422539062541,2,7,124,152,64,3,27.497432348762064
9.228763541126305,1,10,188,16,18,3,37.87645323084227
8.822032461394688,4,4,56,38,56,4,64.20829251925684
5.119420353316215,5,8,108,76,64,2,3.941358470618978
9.355353990939866,4,9,4,91,12,1,25.1102335640261
7.2360534514939046,0,3,23,166,7,4,37.04712834138258
8.844640930984376,5,5,220,23,17,5,31.99674926145124
9.376547799540958,0,4,293,165,117,1,42.42726259289751
5.908020849831184,2,10,9,87,34,3,12.899311414040438
4.66031154716606,1,6,164,43,86,5,37.30870640507132
5.36761097525165,3,10,214,35,113,1,21.87712545959561
6.562646731757538,0,4,125,98,115,5,59.93799068454345
8.90808859553496,3,8,266,69,25,3,17.497240796930853
9.164383499538062,3,3,279,121,104,4,40.330313013655854
4.041712783187144,1,5,87,123,37,5,20.444511897473923
7.064483815465394,2,1,113,79,83,4,62.815190647768375
6.504466018892674,1,6,20,44,65,3,59.85398401369618
5.332646862824381,5,5,147,153,25,3,0.0
4.719192204002097,0,8,244,138,56,5,10.852496284501575
6.025691028421768,3,9,265,179,99,5,10.790945065111995
9.657458223475114,1,8,216,152,24,3,29.874647993018193
5.939217592124532,1,8,239,30,29,5,27.25578915371514
7.112743730460196,1,3,231,84,81,5,46.69373695050578
8.218113753371068,0,4,231,44,6,5,49.91212581260352
6.181777614275764,2,4,241,114,26,5,21.035811812738135
9.830692496325764,1,5,189,66,10,1,41.88658481274993
9.774683769652668,0,9,228,75,100,3,55.656096377072714
5.510693774952185,3,9,65,39,7,3,9.555341828187622
6.983491035354312,5,10,278,173,10,2,0.0
5.805269858900618,4,1,268,40,87,4,30.349208806293753
5.709042966264805,0,8,208,119,29,2,4.88432078800049
4.221321684127197,4,1,15,80,93,5,37.417162473450745
7.657386003879381,1,2,296,37,115,5,71.18541726704056
7.016074139373169,1,7,219,99,115,1,39.790656104096634
4.308872507499936,0,8,256,163,14,1,0.0
5.671878785419668,4,1,267,171,55,1,0.0
9.449595315799922,1,3,228,56,34,1,43.16989798923521
5.437371344001835,3,7,118,65,38,1,2.8647919318118245
4.8693692325473386,2,9,177,29,23,1,0.0
6.936716561665378,2,8,19,9,7,1,32.03659870320429
9.913902724663604,1,8,35,60,42,1,66.46632069793512
5.452331629069002,4,9,107,35,41,1,9.16475339656077
8.03281328443527,5,10,188,53,83,3,27.071519878421306
8.569717691972306,1,3,177,96,40,1,30.70180770654401
5.425825263954398,5,8,95,3,46,4,11.466492888650803
8.369298091671158,5,1,19,53,25,1,40.67336512404445
6.20669879631552,4,8,163,110,51,5,16.17157306519441
7.793834983561477,5,7,96,90,87,5,40.102844623561126
7.801178264565368,3,8,142,88,21,1,21.367281974748302
7.214648104448551,4,1,61,63,4,1,18.704979616686224
4.54173862032645,1,6,241,118,14,5,0.0
9.011814973535428,3,7,237,91,35,4,25.656448249245148
5.9246803898304155,0,5,130,149,100,2,29.052623719353818
5.119111062399125,2,5,92,152,62,3,16.55098450926957
4.2446508493285835,1,7,90,80,92,5,33.51531420207782
7.545357659129451,1,3,132,58,78,1,42.25699229997563
8.065386171053694,1,6,122,43,90,3,67.11431498523847
4.099526973567137,3,7,117,179,48,1,0.0
7.072558349795686,0,1,197,75,54,2,38.524375683311945
5.358974651187628,4,2,281,143,71,2,0.0
7.871036742456699,0,4,0,100,59,5,74.08723365834129
5.046198574029948,3,8,210,124,56,3,0.0
8.145626428614795,1,10,262,15,28,3,40.04728303400013
6.3204120778032244,2,6,211,54,18,2,15.532429903153545
9.620379932420407,1,1,86,94,94,1,80.4046037094076
4.8251256648759595,4,10,152,78,72,5,9.844053575500142
6.046398106301551,5,5,186,76,9,4,0.0
4.680841127443534,2,7,60,39,100,2,34.58726702951575
9.548161709671376,1,6,284,20,9,2,40.86406538097421
9.264036120285887,2,9,94,65,117,5,78.64799254021163
5.547649766290934,5,8,273,135,96,1,0.0
7.959904276205075,0,4,40,9,88,3,86.6231665785526
8.903333201207296,3,5,146,131,56,2,27.128192422118712
7.331204869596774,1,7,245,42,53,5,36.18325098622061
7.177903470136039,4,8,131,104,55,5,19.16097087082756
5.45111374540271,0,5,296,62,67,5,30.548706572672327
4.558616606835395,1,9,122,170,116,3,8.046417745968311
9.38329454771996,0,10,142,81,68,2,50.242634432404635
9.402508342979983,4,4,181,50,86,5,66.80131616757632
7.798608743639607,1,4,191,55,102,3,53.47655489205867
6.034178746292204,5,8,206,170,54,1,0.0
6.095257447675966,5,1,230,151,68,4,6.9535492986219065
8.355734073221436,4,8,21,33,115,2,61.23030709343282
9.382661559715462,2,5,79,58,71,3,64.74817285702923
9.322518545590704,4,1,129,129,80,4,58.11444870840142
8.679253275145744,2,4,291,129,0,4,19.78628770508957
7.852189876925727,1,2,275,137,117,3,50.43346870388099
4.504839789970293,2,4,54,150,113,3,27.480708698027048
4.969772284567682,1,8,65,142,11,3,0.7774175625930724
9.391325131162475,1,5,226,117,34,5,43.11744093923919
7.638574357957539,3,1,25,127,115,1,54.72706578664046
4.055182309699778,1,7,252,16,77,5,22.939012896875195
4.608829257196192,2,1,196,81,111,4,32.67478516916559
7.981010614648335,3,9,129,13,81,4,49.78998192929341
4.030369503077312,3,3,242,80,73,4,4.541170265663903
4.964848308504992,1,3,211,122,118,3,29.780558698520263
7.2924027361995165,4,6,189,15,78,2,25.376305976875827
8.15137118615616,4,10,289,31,105,5,38.90938428495743
7.911767557015603,5,6,225,22,32,2,19.51021759147291
5.3456158567633585,3,6,245,101,82,1,0.0
8.273075328085216,1,1,55,161,97,1,64.71145398938114
5.4234945249808,4,5,54,97,108,5,38.909396088064
5.952398188955606,1,6,275,143,24,4,0.0
8.478948430708144,1,8,152,161,15,1,11.142039580648465
7.8977973942832875,3,1,52,103,7,2,33.87899321227861
9.095340462965067,5,5,110,125,34,2,24.674228148238278
7.94567735380206,3,3,203,160,84,3,27.31159954319558
7.40985162001283,0,2,111,67,82,4,64.45429491491402
4.562048606968554,4,8,257,170,45,3,0.0
6.206294818356601,4,7,15,63,10,5,22.88236212094445
5.591214206090353,4,10,165,70,60,1,0.0
5.463937860274502,2,7,300,17,43,3,3.9532987243663946
9.838063328514673,1,5,279,112,10,3,27.973774155932226
6.358586348000562,3,9,157,124,10,5,7.299316739534607
9.352279331062679,4,5,248,126,21,2,20.510297686973864
7.786831755983577,0,2,180,60,84,2,63.071962617223434
8.768867821249891,4,3,190,74,90,5,61.846914667599854
7.015822558631153,5,4,138,106,81,2,24.780506143551044
7.461423307758155,1,5,77,147,61,5,51.90703810405696
6.955106162913183,1,3,49,138,105,2,49.30186798801883
5.171457926788267,3,7,84,173,47,5,7.592884472907536
8.334712691569031,2,5,182,80,103,2,46.79127148693881
5.684634174645135,3,5,182,105,101,3,20.931537585492944
4.1458957985887235,4,6,3,27,93,3,31.958001890642716
7.872833775443007,5,7,110,175,62,2,10.88383429477252
5.062664076442294,0,10,250,162,50,5,3.1179295191139715
9.642751506117486,3,10,132,7,44,3,49.966199067201444
9.723571462015524,2,8,99,90,110,1,58.666265400582525
9.489186341322691,3,9,171,149,108,2,38.14747576821583
6.220952201532667,1,4,286,120,32,1,3.5045898025505067
4.092739699173205,4,5,118,151,84,1,0.0
9.569911375526353,4,5,174,65,59,4,43.6890128513828
6.569104889903886,4,8,29,94,1,1,7.772725122261133
9.799928914262019,4,9,54,63,12,1,31.19508346444086
9.781719862535518,4,7,195,64,65,4,44.21670926678258
9.11805673280416,4,5,40,124,56,4,46.960289831136414
5.766693352417514,0,3,172,13,42,4,45.94835362479068
6.310586371611551,2,1,218,24,44,5,46.47437988051428
9.106820029101142,4,9,207,99,30,4,15.614478262905301
5.901532030937666,2,5,157,104,9,5,16.552811646651804
5.016956480116555,5,9,227,130,22,2,0.0
7.340807574750101,4,10,84,132,85,5,31.557800180828323
9.616928644964686,3,4,172,64,110,2,62.683082474102285
8.176178780049838,4,5,244,18,28,4,33.58896139196885
7.42036702053619,1,4,172,105,96,4,48.79945540899796
4.583058962624611,0,2,211,53,30,2,13.522124706038777
7.690043360195018,3,1,83,137,77,3,56.92203576447939
9.94032310062558,3,8,172,143,73,5,44.232928048800126
4.840504091419144,1,4,182,103,17,1,0.0
7.10997791418242,4,5,132,173,10,4,6.735690468715452
9.264238431567733,0,6,287,156,102,5,60.89435391351307
8.444611706525226,3,8,261,14,46,5,36.90091973419499
8.182094445971607,0,8,281,47,2,4,25.029345893491897
8.214904503922655,3,7,292,138,1,2,0.0
6.156946907318531,4,4,268,33,53,4,26.171106366062872
5.761551065586961,5,6,196,163,71,5,0.0
8.856166932871082,3,4,24,157,30,3,38.644889113724155
8.860680368075084,5,7,140,98,7,2,6.415685451052492
9.202433911480622,3,1,222,18,42,4,50.67769170205345
9.479443315338827,2,5,19,69,47,1,56.723669757242185
7.068054393165626,4,10,246,114,1,4,0.0
7.009097768123198,1,10,200,160,21,5,6.197973351202349
8.789771073800651,5,4,114,95,4,5,41.11536074415889
7.899783584666591,1,7,188,74,6,1,20.68941586486141
8.21180126354622,4,9,25,149,19,2,17.76842437280638
8.774756016616607,1,5,53,35,91,5,90.93801261384579
9.340032050905398,4,4,169,150,76,2,31.31595179184806
6.027970941109215,1,9,10,62,1,2,19.941842398652266
6.253497715839664,5,5,26,153,31,4,11.922654786022898
4.563891639045214,2,9,82,92,89,2,16.07005362869085
7.469680845977043,1,8,289,4,2,5,26.846753015323145
4.2156536427804525,5,4,37,165,40,5,0.174468294577924
6.793588108794761,3,7,86,24,41,3,31.46705633687663
7.25586780824546,4,5,155,97,119,2,33.27298614609281
5.719247512769707,0,10,285,11,76,3,24.74422939623764
7.5449995634140645,0,4,185,149,120,4,48.68230021095029
4.183001499634297,4,5,181,136,84,3,0.0
4.224089132495287,2,5,142,83,44,2,0.06406347693046666
8.935603363957949,1,9,205,28,100,5,77.33868356792843
6.161143848467577,2,9,141,171,86,4,14.640741877556977
4.762363075911309,0,6,184,108,70,2,19.078745411772495
7.133459560328826,5,4,240,26,16,4,5.112117433830488
8.619961318591665,4,2,7,54,91,1,56.96826020891168
5.294926164981059,4,3,71,132,46,2,0.0
7.737342854914002,2,2,287,51,93,1,36.937242788876446
4.512084789962608,5,5,94,12,68,3,30.80645572237708
4.310090327011646,2,6,156,41,23,2,6.098583998899423
7.188127789408888,1,5,40,142,70,1,44.81641831499486
7.243810729660639,3,2,300,78,33,5,22.928302198856798
7.824579408989239,5,5,268,17,119,3,46.53764880785594
8.35654800233597,3,9,154,49,49,2,40.90200088543555
9.855112476775208,1,4,274,1,41,2,55.97738781548271
7.097802089807172,3,10,153,86,32,5,17.45275982898722
5.937738837647476,0,2,52,106,26,5,40.54618934956237
8.771117168612221,3,3,178,140,77,1,29.74030272267959
5.624993507572445,1,3,239,46,58,1,21.34276476991685
6.633828524233817,3,9,136,88,18,1,10.458729613949611
4.470738288053596,4,4,254,177,111,4,0.0
4.152104460492745,2,1,223,11,114,3,37.881811819093514
9.77589048806755,0,1,179,12,101,2,80.4855832975923
9.015880723073234,4,7,181,136,75,3,25.976564973726365
8.175845236562187,4,7,258,58,2,5,17.997072012890925
6.45371766648562,1,2,242,172,70,3,21.82599042866108
5.039765920425075,2,9,95,42,119,3,40.51324276161021
4.938622256026516,2,9,196,73,98,1,10.22933154597969
5.501457388987572,5,5,13,22,24,5,32.947102145715114
7.295359988236723,0,3,119,78,112,3,67.6915755509071
8.287575536200375,1,3,268,172,14,2,6.094606092991474
7.961184260306387,0,3,170,22,82,1,52.26452259738416
5.679603381675657,5,6,71,100,59,3,8.6867212780525
9.729191683979165,3,4,178,161,82,5,50.02712297318384
8.427381500174612,4,8,169,143,22,2,10.455377653940964
7.326124315068404,0,5,158,108,10,5,36.805986144766294
7.670324477406114,4,1,153,178,58,5,27.91308398149878
6.517600374566739,1,9,81,110,84,5,45.63510529740948
5.486385937006945,3,1,56,159,115,4,38.19102755879955
6.135836071907569,1,6,6,165,33,2,24.289398569995242
8.547076662786214,3,1,111,16,102,5,93.00661472754244
4.086360931778535,3,3,47,85,114,4,48.27814835861512
4.696435843041497,4,10,79,38,6,1,0.0
4.2760158521305165,1,5,32,40,105,4,53.27592197385471
4.244372813913821,1,10,114,47,43,1,12.365929779844652
9.132763504066043,0,7,2,155,118,4,77.77896458471366
8.221947156280141,1,10,3,76,90,5,73.70487129319535
6.845042974523951,0,8,259,177,63,4,9.434543147762481
4.587004963906009,2,9,41,0,113,4,47.29184396987308
6.949695250700994,2,6,8,116,22,5,44.744801755501165
6.840830624683394,2,9,144,177,101,1,8.48566682852904
5.039211219460091,5,8,96,18,57,5,20.32343386203234
6.603109895427838,1,9,275,58,19,2,0.0
6.39102840638424,5,10,141,106,26,4,6.890402056955441
7.695100588313299,1,4,277,168,116,2,36.1759450555909
7.810561905205863,0,9,26,137,59,5,54.74165973907731
4.2718240586322676,5,7,42,27,7,5,10.762156829469781
6.247675687758827,5,5,130,33,100,3,35.46089603678746
7.755159494285419,5,5,215,38,66,2,30.629501386103946
7.018817551480526,3,1,93,125,1,3,18.673206866654017
9.138939047129934,0,2,7,82,21,2,71.65618381001396
7.95216178971367,2,10,85,105,69,3,42.254376811970225
4.977606562488578,0,3,137,179,102,3,33.864149018957576
4.423412484402579,3,8,245,109,103,2,0.0
7.854515669237894,1,6,20,120,35,5,49.58975296257743
4.159067863249731,0,10,264,106,107,1,0.0
7.51465348764078,5,5,147,130,23,5,15.248502662313003
9.641381448549746,2,1,183,22,11,1,39.834233824159945
7.452845067255273,2,9,226,144,80,2,2.79464608331417
6.329019557239132,1,3,291,70,21,4,30.96596475062769
7.859729310654119,0,3,35,153,117,5,80.21628142654966
6.749517342949099,3,2,245,106,82,3,25.934518292920185
7.273700735895609,1,4,72,145,72,5,53.64130245969311
9.648788852659152,0,2,149,45,75,2,78.2720154400191
6.316615826804646,4,9,0,69,95,4,45.76967989719479
9.767143382943486,2,10,68,30,116,4,78.17492610322799
9.432103851736382,3,7,292,92,94,5,46.35657161092558
5.174746808735779,5,8,229,136,80,5,0.0
4.416167805250993,3,3,210,117,22,5,0.0
4.60466800826456,5,6,71,162,73,2,0.0
4.109330953909298,3,10,95,80,62,1,0.0
4.56665776453557,2,6,83,59,29,1,12.73703713199573
8.09804064049814,5,1,227,75,18,3,19.65888875584253
4.427131890761374,0,6,298,62,25,2,5.7016459548029506
5.913853781762568,5,3,235,99,89,4,9.353934811492923
9.069251865816728,1,3,292,179,10,3,11.59688758564824
4.139631614414955,0,3,221,47,19,4,13.405241626964763
8.886810895533614,1,10,222,151,117,4,44.64429825017412
5.691128648640399,3,10,280,73,55,5,11.819704501347555
4.7089889657299375,0,8,220,57,44,4,25.137379816665753
8.180422992184905,3,5,215,29,67,4,35.310207601953714
7.773657080679304,4,4,230,156,46,2,5.937792451547127
9.264832081162318,3,9,168,9,75,5,45.50388859672343
8.410426262823314,3,9,41,38,88,5,69.82523573817835
8.820885582309092,1,1,257,54,119,3,76.20793173294877
5.692207435427839,5,2,195,27,57,5,26.586438109961787
5.064637262678337,4,8,95,145,9,1,0.0
8.50368850984515,3,5,13,168,21,2,27.347702543462397
8.841008435603584,3,7,112,117,70,3,36.60585789112243
9.94303085200404,4,1,76,113,23,1,43.01944240930638
6.475706061468559,4,10,276,74,65,4,2.9652751501488477
6.232108514756699,0,5,159,64,95,1,45.69165999783502
8.65847776445198,1,3,118,80,84,3,65.56635410968637
6.0448212415181075,4,10,160,99,60,5,6.553454399703566
9.584543953621388,4,2,145,99,6,2,23.497028274643554
9.15047651105807,2,2,162,45,71,3,55.933487963185996
6.5739641642501105,5,9,178,59,116,1,21.520926700439727
8.505226406748985,4,4,88,136,114,1,38.786197823030115
8.527257244508094,1,4,222,172,37,3,27.294262239806326
4.618743213015596,5,7,265,155,20,3,0.0
9.4153174400774,5,10,238,96,7,3,1.4585178641297447
7.031514234687143,3,10,33,2,120,5,64.48139312225804
8.95874479664645,3,2,166,178,88,3,39.74248294472831
5.92029760618367,3,3,124,135,27,4,14.359544351569324
9.373139370977203,3,3,223,113,91,2,53.03953838576352
6.335210072404979,2,6,149,115,53,2,23.69411688304373
4.06502590888179,4,3,188,57,30,4,4.824584350588053
9.432291858515581,3,5,42,69,115,1,74.75540371310899
4.547720060716801,0,4,28,92,99,1,38.1073320895618
5.915881825542489,3,3,119,139,88,1,18.756210773615635
9.70037180230483,4,8,30,136,115,1,47.17873952907849
9.703642881625337,3,10,180,104,119,5,50.59396780677117
7.440627328739716,2,3,161,48,40,4,51.444392338885706
7.791023273018796,1,6,127,82,36,2,38.620013187433
6.690673131869919,1,7,254,16,37,4,31.799085755411006
5.759264630188387,4,7,293,53,50,2,0.0
5.971987272219495,1,2,253,111,75,1,10.19482382322342
8.03511073646223,1,3,129,171,36,5,35.99350922593426
8.51424717662608,0,10,11,159,100,3,59.194743263578765
8.749474262355092,4,10,34,162,30,3,16.450230762468205
8.737708856767323,4,4,197,48,61,1,32.36310564805113
4.547236618292143,1,7,247,143,17,1,0.0
6.966521828215489,1,2,109,84,89,4,56.669830780638364
4.345352560099865,1,3,244,11,5,5,13.939895547345339
7.297173293942413,5,7,249,125,8,5,0.0
6.6491830082402625,2,7,162,97,10,4,14.59420600419773
9.326225096549798,3,10,47,135,94,5,59.0028435104498
6.105490075312472,2,3,70,148,118,5,42.459083224733355
4.702402098565635,4,1,133,47,109,3,33.615644329692614
4.857950092317015,0,3,238,135,119,5,37.71931700199393
8.569063790304833,3,5,67,27,1,1,31.654608303792937
7.709308379897566,0,7,277,79,28,3,32.9185094302543
4.606736056736741,5,4,31,9,109,1,28.575311608701888
4.504640836689985,4,1,122,51,120,1,26.830828251237325
8.20581478875472,5,6,21,142,50,4,30.5735041403812
4.436578038185161,4,2,154,131,105,5,11.655418859192672
8.931160355742136,0,3,109,89,68,5,81.75970987102397
8.237453362938977,0,4,270,61,22,5,41.455366394748964
4.488092683851399,0,6,299,106,99,5,19.90547222711584
4.509026284511151,4,6,114,131,6,3,0.0
9.919837471007053,1,7,219,40,55,2,60.846550232112435
6.245624774536722,0,5,229,98,76,1,18.33200345347625
6.223852882401346,5,7,251,54,105,2,8.708405131238628
8.876797403545016,3,2,248,27,61,2,52.876472378395896
9.683491464303152,4,1,8,100,73,2,66.56983444413578
9.916006382937226,5,10,33,46,99,3,63.46724119208918
8.520269111553649,2,8,227,136,79,2,19.289827546881686
6.257557513185494,2,1,72,129,14,3,22.964412455851164
4.501004300192013,3,2,300,116,52,4,0.0
8.662881495564621,1,10,211,107,42,4,27.580244844468766
7.350425498414831,0,6,71,175,82,4,38.66388919228245
6.5453320554818575,4,1,57,68,84,3,43.77683031670355
9.438126310568416,5,10,219,27,119,3,52.62645148246948
4.667184893836908,0,3,274,78,34,1,3.733346478497748
6.955750625745155,5,7,248,13,78,2,24.050792907161455
4.068121868604514,4,8,15,45,111,5,36.19007951998371
6.811963851964758,2,4,74,140,13,5,25.18883883444492
4.3378196540910245,0,3,105,15,92,2,53.09065229888681
4.712907497608431,3,1,135,167,68,5,17.431557350873614
4.7051574806626295,1,9,73,157,48,5,17.983787340771354
7.895261812696381,3,10,253,80,17,5,8.437120312634857
8.47626927559254,1,6,17,57,50,3,69.30393565281283
7.500212590582958,5,6,42,47,0,3,28.312813769051324
9.77303529084725,0,9,49,48,26,3,67.23311804856067
6.249223477142224,0,1,2,88,63,2,52.842510721422215
5.714272517691164,1,6,231,129,59,4,14.63413599796625
9.211594769136761,2,5,218,13,90,5,75.28254722261865
5.341575031116716,4,6,58,102,88,1,15.105450348616396
9.779335236643668,3,8,283,120,40,3,23.940095583688162
4.0729268481388985,5,5,63,144,20,1,0.0
9.819272960245835,3,2,69,122,13,5,52.328617081773736
4.258959471703457,3,2,141,158,115,4,13.612964335493627
9.346858682188426,5,10,201,137,116,1,19.653842117312863
7.166206654517799,5,5,206,69,19,5,13.33093744179305
9.957788776715802,0,3,220,102,91,5,81.34154227950717
4.442779388412394,3,10,245,101,84,3,0.0
7.323125706407925,4,3,80,164,86,4,39.85358168881847
9.815815213714593,4,8,250,63,10,5,36.29458225745058
7.138587065020893,1,7,50,157,119,4,52.69355467481192
7.776391828811575,5,1,284,161,65,3,8.531481925065794
8.174492133907703,0,5,203,17,83,1,53.17487123177753
6.727246388606639,4,9,24,62,23,2,14.121333280649448
7.765348480504381,2,4,40,48,118,2,67.58110444080663
7.505885871538601,0,1,68,55,88,2,79.2951206448318
9.406948062945933,0,8,3,90,36,4,68.5962305745136
4.272678282048747,4,5,239,57,85,2,0.0
5.685779137553382,2,2,30,154,23,1,13.846338144320407
9.702468904459352,1,1,116,54,14,5,77.6512018587862
9.341582703345498,4,3,194,84,11,4,33.95560478015601
6.733940516714277,2,9,89,18,109,1,52.56759133234917
7.720795586809221,0,1,177,150,94,4,60.45390803080325
5.664287097886796,2,4,144,102,106,4,33.168653133655106
5.128726958342568,0,8,201,111,63,4,15.422651604758535
6.782190429639893,4,8,202,107,30,3,0.8553215109088601
6.120113368156317,5,10,23,46,52,5,18.663294088450833
7.501936671105232,4,8,104,106,93,2,28.88061038952826
4.466407821789909,3,10,274,178,104,3,0.0
9.846368845996999,3,8,59,83,83,5,73.9047847124652
9.917264466877617,3,4,14,155,71,2,59.39115082564614
8.18897028411847,4,8,84,127,43,3,25.21900241085645
7.216578198064722,1,9,196,57,29,3,21.503233762756217
5.857165697717966,4,7,234,142,34,1,0.0
8.882770118241691,5,2,262,143,20,3,6.4619401750269505
